Date;Enviorment;Temperature;Humidity
2016-10-01 00:40;Ute;11.3;65
2016-10-01 00:41;Inne;22.9;41
2016-10-01 00:41;Ute;11.3;65
2016-10-01 00:42;Inne;22.9;41
2016-10-01 00:42;Ute;11.3;66
2016-10-01 00:43;Inne;22.9;41
2016-10-01 00:43;Ute;11.3;66
2016-10-01 00:44;Inne;22.9;41
2016-10-01 00:44;Ute;11.3;66
2016-10-01 00:45;Inne;22.9;41
2016-10-01 00:45;Ute;11.3;65
2016-10-01 00:46;Inne;22.9;41
2016-10-01 00:46;Ute;11.3;66
2016-10-01 00:47;Inne;22.9;41
2016-10-01 00:47;Ute;11.3;66
2016-10-01 00:48;Inne;22.9;41
2016-10-01 00:48;Ute;11.3;66
2016-10-01 00:49;Inne;22.9;41
2016-10-01 00:49;Ute;11.3;65
2016-10-01 00:50;Inne;22.9;41
2016-10-01 00:50;Ute;11.3;65
2016-10-01 00:51;Inne;22.9;41
2016-10-01 00:51;Ute;11.3;65
2016-10-01 00:52;Inne;22.9;41
2016-10-01 00:52;Ute;11.3;65
2016-10-01 00:53;Inne;22.9;41
2016-10-01 00:53;Ute;11.3;65
2016-10-01 00:54;Inne;22.9;41
2016-10-01 00:54;Ute;11.3;65
2016-10-01 00:55;Inne;22.9;41
2016-10-01 00:55;Ute;11.3;65
2016-10-01 00:56;Inne;22.9;41
2016-10-01 00:56;Ute;11.3;65
2016-10-01 00:57;Inne;22.9;41
2016-10-01 00:57;Ute;11.3;65
2016-10-01 00:58;Inne;22.9;41
2016-10-01 00:58;Ute;11.3;65
2016-10-01 00:59;Inne;22.9;41
2016-10-01 00:59;Ute;11.3;65
2016-10-01 01:00;Inne;22.9;41
2016-10-01 01:00;Ute;11.3;65
2016-10-01 01:01;Inne;22.9;41
2016-10-01 01:01;Ute;11.3;65
2016-10-01 01:02;Inne;22.9;41
2016-10-01 01:02;Ute;11.3;66
2016-10-01 01:03;Inne;22.9;41
2016-10-01 01:03;Ute;11.3;67
2016-10-01 01:04;Inne;22.9;41
2016-10-01 01:04;Ute;11.3;66
2016-10-01 01:05;Inne;22.9;41
2016-10-01 01:05;Ute;11.3;66
2016-10-01 01:06;Inne;22.9;41
2016-10-01 01:06;Ute;11.3;65
2016-10-01 01:07;Inne;22.9;41
2016-10-01 01:07;Ute;11.3;66
2016-10-01 01:08;Inne;22.9;41
2016-10-01 01:08;Ute;11.3;66
2016-10-01 01:09;Inne;22.9;41
2016-10-01 01:09;Ute;11.3;66
2016-10-01 01:10;Inne;22.9;41
2016-10-01 01:10;Ute;11.1;66
2016-10-01 01:11;Inne;22.9;41
2016-10-01 01:11;Ute;11.1;66
2016-10-01 01:12;Inne;22.9;41
2016-10-01 01:12;Ute;11.3;66
2016-10-01 01:13;Inne;22.9;41
2016-10-01 01:13;Ute;11.3;66
2016-10-01 01:14;Inne;22.9;41
2016-10-01 01:14;Ute;11.3;67
2016-10-01 01:14;Ute;11.3;66
2016-10-01 01:15;Inne;22.9;41
2016-10-01 01:15;Ute;11.3;66
2016-10-01 01:16;Inne;22.9;41
2016-10-01 01:16;Ute;11.3;67
2016-10-01 01:17;Inne;22.9;41
2016-10-01 01:17;Ute;11.3;66
2016-10-01 01:18;Inne;22.9;41
2016-10-01 01:18;Ute;11.1;66
2016-10-01 01:19;Inne;22.9;41
2016-10-01 01:19;Ute;11.1;66
2016-10-01 01:20;Inne;22.9;41
2016-10-01 01:20;Ute;11.1;65
2016-10-01 01:21;Inne;22.9;41
2016-10-01 01:21;Ute;11.1;66
2016-10-01 01:22;Inne;22.9;41
2016-10-01 01:22;Ute;11.1;65
2016-10-01 01:23;Inne;22.9;41
2016-10-01 01:23;Ute;11.1;65
2016-10-01 01:24;Inne;22.9;41
2016-10-01 01:24;Ute;11.1;66
2016-10-01 01:25;Inne;22.9;41
2016-10-01 01:25;Ute;11.1;66
2016-10-01 01:26;Inne;22.9;41
2016-10-01 01:26;Ute;11.1;66
2016-10-01 01:27;Inne;22.9;41
2016-10-01 01:27;Ute;11.1;67
2016-10-01 01:28;Inne;22.9;41
2016-10-01 01:28;Ute;11.1;67
2016-10-01 01:29;Inne;22.9;41
2016-10-01 01:29;Ute;11.1;67
2016-10-01 01:30;Inne;22.9;41
2016-10-01 01:30;Ute;11.1;66
2016-10-01 01:31;Inne;22.9;41
2016-10-01 01:31;Ute;11.1;66
2016-10-01 01:32;Inne;22.9;41
2016-10-01 01:32;Ute;11.1;66
2016-10-01 01:33;Inne;22.9;41
2016-10-01 01:33;Ute;11.1;66
2016-10-01 01:34;Inne;22.9;41
2016-10-01 01:34;Ute;11.1;66
2016-10-01 01:35;Inne;22.9;41
2016-10-01 01:35;Ute;11.1;67
2016-10-01 01:36;Inne;22.9;41
2016-10-01 01:36;Ute;11.1;66
2016-10-01 01:37;Inne;22.9;41
2016-10-01 01:37;Ute;11.1;66
2016-10-01 01:38;Inne;22.9;41
2016-10-01 01:38;Ute;11.1;66
2016-10-01 01:39;Inne;22.9;41
2016-10-01 01:39;Ute;11.1;66
2016-10-01 01:40;Inne;22.9;41
2016-10-01 01:40;Ute;11.1;66
2016-10-01 01:41;Inne;22.9;41
2016-10-01 01:41;Ute;11.1;66
2016-10-01 01:42;Inne;22.9;41
2016-10-01 01:42;Ute;11.1;66
2016-10-01 01:43;Inne;22.9;41
2016-10-01 01:43;Ute;11.1;66
2016-10-01 01:44;Inne;22.9;41
2016-10-01 01:44;Ute;11.1;66
2016-10-01 01:45;Inne;22.9;41
2016-10-01 01:45;Ute;11.1;66
2016-10-01 01:46;Inne;22.9;41
2016-10-01 01:46;Ute;11.1;66
2016-10-01 01:47;Inne;22.9;41
2016-10-01 01:47;Ute;11.1;65
2016-10-01 01:48;Inne;22.9;41
2016-10-01 01:48;Ute;11.1;65
2016-10-01 01:49;Inne;22.9;41
2016-10-01 01:49;Ute;11.1;66
2016-10-01 01:50;Inne;22.9;41
2016-10-01 01:50;Ute;11.1;66
2016-10-01 01:51;Inne;22.9;41
2016-10-01 01:51;Ute;11.1;66
2016-10-01 01:52;Inne;22.9;41
2016-10-01 01:52;Ute;11.1;67
2016-10-01 01:53;Inne;22.9;41
2016-10-01 01:53;Ute;11.1;67
2016-10-01 01:54;Inne;22.9;41
2016-10-01 01:54;Ute;11.1;66
2016-10-01 01:55;Inne;22.9;41
2016-10-01 01:55;Ute;11.1;66
2016-10-01 01:56;Inne;22.9;41
2016-10-01 01:56;Ute;11.1;66
2016-10-01 01:57;Inne;22.9;41
2016-10-01 01:57;Ute;11.1;66
2016-10-01 01:58;Inne;22.9;41
2016-10-01 01:58;Ute;11.1;67
2016-10-01 01:59;Inne;22.9;41
2016-10-01 01:59;Ute;11.1;67
2016-10-01 02:00;Inne;22.9;41
2016-10-01 02:00;Ute;11.1;66
2016-10-01 02:01;Inne;22.9;41
2016-10-01 02:01;Ute;11.1;66
2016-10-01 02:02;Inne;22.9;41
2016-10-01 02:02;Ute;11.1;66
2016-10-01 02:03;Inne;22.9;41
2016-10-01 02:03;Ute;11.1;66
2016-10-01 02:04;Inne;22.9;41
2016-10-01 02:04;Ute;11.1;66
2016-10-01 02:05;Inne;22.9;41
2016-10-01 02:05;Ute;11.1;66
2016-10-01 02:06;Inne;22.9;41
2016-10-01 02:06;Ute;11;66
2016-10-01 02:07;Inne;22.9;41
2016-10-01 02:07;Ute;11;66
2016-10-01 02:08;Inne;22.9;41
2016-10-01 02:08;Ute;11;66
2016-10-01 02:09;Inne;22.9;41
2016-10-01 02:09;Ute;11;66
2016-10-01 02:10;Inne;22.9;41
2016-10-01 02:10;Ute;11;66
2016-10-01 02:11;Inne;22.9;41
2016-10-01 02:11;Ute;11;66
2016-10-01 02:12;Inne;22.9;41
2016-10-01 02:12;Ute;11;66
2016-10-01 02:13;Inne;22.9;41
2016-10-01 02:13;Ute;11;66
2016-10-01 02:14;Inne;22.9;41
2016-10-01 02:14;Ute;11;66
2016-10-01 02:15;Inne;22.9;41
2016-10-01 02:15;Ute;11;66
2016-10-01 02:16;Inne;22.9;41
2016-10-01 02:16;Ute;11;66
2016-10-01 02:17;Inne;22.9;41
2016-10-01 02:17;Ute;11;66
2016-10-01 02:18;Inne;22.9;41
2016-10-01 02:18;Ute;11;66
2016-10-01 02:19;Inne;22.9;41
2016-10-01 02:19;Ute;11;66
2016-10-01 02:20;Inne;22.9;41
2016-10-01 02:20;Ute;11;66
2016-10-01 02:21;Inne;22.9;41
2016-10-01 02:21;Ute;11;66
2016-10-01 02:22;Inne;22.9;41
2016-10-01 02:22;Ute;10.9;67
2016-10-01 02:23;Inne;22.9;41
2016-10-01 02:23;Ute;11;67
2016-10-01 02:24;Inne;22.9;41
2016-10-01 02:24;Ute;11;67
2016-10-01 02:25;Inne;22.9;41
2016-10-01 02:25;Ute;11;67
2016-10-01 02:26;Inne;22.9;41
2016-10-01 02:26;Ute;11;66
2016-10-01 02:27;Inne;22.9;41
2016-10-01 02:27;Ute;11.1;66
2016-10-01 02:28;Inne;22.9;41
2016-10-01 02:28;Ute;11.1;66
2016-10-01 02:29;Inne;22.9;41
2016-10-01 02:29;Ute;11.1;66
2016-10-01 02:30;Inne;22.9;41
2016-10-01 02:30;Ute;11.1;66
2016-10-01 02:31;Ute;11.1;67
2016-10-01 02:31;Inne;23;41
2016-10-01 02:32;Inne;22.9;41
2016-10-01 02:32;Ute;11.1;66
2016-10-01 02:33;Inne;22.9;41
2016-10-01 02:33;Ute;11.1;66
2016-10-01 02:34;Inne;22.9;41
2016-10-01 02:34;Ute;11.1;66
2016-10-01 02:35;Inne;22.9;41
2016-10-01 02:35;Ute;11.1;66
2016-10-01 02:36;Inne;22.9;41
2016-10-01 02:36;Ute;11.1;66
2016-10-01 02:37;Inne;22.9;41
2016-10-01 02:37;Ute;11.1;67
2016-10-01 02:38;Inne;22.9;41
2016-10-01 02:38;Ute;11.1;66
2016-10-01 02:39;Inne;22.9;41
2016-10-01 02:39;Ute;11.1;66
2016-10-01 02:40;Inne;22.9;41
2016-10-01 02:40;Ute;11.1;66
2016-10-01 02:41;Inne;22.9;41
2016-10-01 02:41;Ute;11.1;66
2016-10-01 02:42;Inne;22.9;41
2016-10-01 02:42;Ute;11.1;66
2016-10-01 02:43;Inne;22.9;41
2016-10-01 02:43;Ute;11.1;66
2016-10-01 02:44;Inne;22.9;41
2016-10-01 02:44;Ute;11.1;66
2016-10-01 02:45;Inne;22.9;41
2016-10-01 02:45;Ute;11.1;66
2016-10-01 02:46;Inne;22.9;41
2016-10-01 02:46;Ute;11.1;66
2016-10-01 02:47;Inne;22.9;41
2016-10-01 02:47;Ute;11.1;66
2016-10-01 02:48;Inne;22.9;41
2016-10-01 02:48;Ute;11.1;66
2016-10-01 02:49;Inne;22.9;41
2016-10-01 02:49;Ute;11.1;66
2016-10-01 02:50;Inne;22.9;41
2016-10-01 02:50;Ute;11.1;66
2016-10-01 02:51;Inne;22.9;41
2016-10-01 02:51;Ute;11.1;66
2016-10-01 02:52;Inne;22.9;41
2016-10-01 02:52;Ute;11.1;66
2016-10-01 02:53;Inne;22.9;41
2016-10-01 02:53;Ute;11.1;66
2016-10-01 02:54;Inne;22.9;41
2016-10-01 02:54;Ute;11.1;66
2016-10-01 02:55;Inne;22.9;41
2016-10-01 02:55;Ute;11.1;67
2016-10-01 02:56;Inne;22.9;41
2016-10-01 02:56;Ute;11.1;67
2016-10-01 02:57;Ute;11.3;67
2016-10-01 02:57;Inne;23;41
2016-10-01 02:58;Inne;22.9;41
2016-10-01 02:58;Ute;11.3;66
2016-10-01 02:59;Inne;22.9;41
2016-10-01 02:59;Inne;22.9;41
2016-10-01 02:59;Ute;11.1;66
2016-10-01 03:00;Inne;22.9;41
2016-10-01 03:00;Ute;11.1;67
2016-10-01 03:01;Inne;22.9;41
2016-10-01 03:01;Ute;11.2;66
2016-10-01 03:02;Inne;22.9;41
2016-10-01 03:02;Ute;11.2;66
2016-10-01 03:03;Inne;22.9;41
2016-10-01 03:03;Ute;11.2;66
2016-10-01 03:04;Inne;22.9;41
2016-10-01 03:04;Ute;11.2;66
2016-10-01 03:05;Inne;22.9;41
2016-10-01 03:05;Ute;11.2;66
2016-10-01 03:06;Inne;22.9;41
2016-10-01 03:06;Ute;11.2;66
2016-10-01 03:07;Inne;22.9;41
2016-10-01 03:07;Ute;11.2;66
2016-10-01 03:08;Inne;22.9;41
2016-10-01 03:08;Ute;11.2;66
2016-10-01 03:09;Inne;22.9;41
2016-10-01 03:09;Ute;11.3;66
2016-10-01 03:10;Inne;22.9;41
2016-10-01 03:10;Ute;11.2;66
2016-10-01 03:11;Inne;22.9;41
2016-10-01 03:11;Ute;11.2;66
2016-10-01 03:12;Inne;22.9;41
2016-10-01 03:12;Ute;11.2;66
2016-10-01 03:13;Inne;22.9;41
2016-10-01 03:13;Ute;11.2;66
2016-10-01 03:14;Inne;22.9;41
2016-10-01 03:14;Ute;11.2;66
2016-10-01 03:15;Inne;22.8;41
2016-10-01 03:15;Ute;11.3;66
2016-10-01 03:16;Inne;22.8;41
2016-10-01 03:16;Ute;11.2;66
2016-10-01 03:17;Inne;22.8;41
2016-10-01 03:17;Ute;11.3;66
2016-10-01 03:18;Inne;22.8;41
2016-10-01 03:18;Ute;11.3;66
2016-10-01 03:19;Inne;22.8;41
2016-10-01 03:19;Ute;11.3;66
2016-10-01 03:20;Inne;22.8;41
2016-10-01 03:20;Ute;11.3;65
2016-10-01 03:21;Inne;22.8;41
2016-10-01 03:21;Ute;11.3;65
2016-10-01 03:22;Inne;22.8;41
2016-10-01 03:22;Ute;11.3;65
2016-10-01 03:23;Inne;22.8;41
2016-10-01 03:23;Ute;11.3;65
2016-10-01 03:24;Inne;22.8;41
2016-10-01 03:24;Ute;11.3;65
2016-10-01 03:25;Inne;22.8;41
2016-10-01 03:25;Ute;11.3;64
2016-10-01 03:26;Inne;22.8;41
2016-10-01 03:26;Ute;11.3;64
2016-10-01 03:27;Inne;22.8;41
2016-10-01 03:27;Ute;11.3;64
2016-10-01 03:28;Inne;22.8;41
2016-10-01 03:28;Ute;11.3;64
2016-10-01 03:29;Inne;22.8;41
2016-10-01 03:29;Ute;11.3;64
2016-10-01 03:30;Inne;22.8;41
2016-10-01 03:30;Ute;11.3;64
2016-10-01 03:31;Inne;22.8;41
2016-10-01 03:31;Ute;11.3;64
2016-10-01 03:32;Inne;22.8;41
2016-10-01 03:32;Ute;11.3;64
2016-10-01 03:33;Inne;22.8;41
2016-10-01 03:33;Ute;11.3;64
2016-10-01 03:34;Inne;22.8;41
2016-10-01 03:34;Ute;11.3;64
2016-10-01 03:35;Inne;22.8;41
2016-10-01 03:35;Ute;11.3;64
2016-10-01 03:36;Inne;22.8;41
2016-10-01 03:36;Ute;11.3;64
2016-10-01 03:37;Inne;22.8;41
2016-10-01 03:37;Ute;11.3;64
2016-10-01 03:38;Inne;22.8;41
2016-10-01 03:38;Ute;11.3;64
2016-10-01 03:39;Inne;22.8;41
2016-10-01 03:39;Ute;11.3;64
2016-10-01 03:40;Inne;22.8;41
2016-10-01 03:40;Ute;11.3;64
2016-10-01 03:41;Inne;22.8;41
2016-10-01 03:41;Ute;11.4;64
2016-10-01 03:42;Inne;22.8;41
2016-10-01 03:42;Ute;11.4;64
2016-10-01 03:43;Inne;22.8;41
2016-10-01 03:43;Ute;11.4;64
2016-10-01 03:44;Inne;22.8;41
2016-10-01 03:44;Ute;11.4;64
2016-10-01 03:45;Inne;22.8;41
2016-10-01 03:45;Ute;11.4;64
2016-10-01 03:46;Inne;22.8;41
2016-10-01 03:46;Ute;11.4;64
2016-10-01 03:47;Inne;22.8;41
2016-10-01 03:47;Ute;11.4;64
2016-10-01 03:48;Inne;22.8;41
2016-10-01 03:48;Ute;11.4;64
2016-10-01 03:49;Inne;22.8;41
2016-10-01 03:49;Ute;11.4;64
2016-10-01 03:50;Inne;22.8;41
2016-10-01 03:50;Ute;11.4;64
2016-10-01 03:51;Inne;22.8;41
2016-10-01 03:51;Ute;11.5;64
2016-10-01 03:52;Inne;22.8;41
2016-10-01 03:52;Ute;11.5;64
2016-10-01 03:53;Inne;22.8;41
2016-10-01 03:53;Ute;11.5;63
2016-10-01 03:54;Inne;22.8;41
2016-10-01 03:54;Ute;11.5;63
2016-10-01 03:55;Inne;22.8;41
2016-10-01 03:55;Ute;11.5;63
2016-10-01 03:56;Inne;22.8;41
2016-10-01 03:57;Inne;22.8;41
2016-10-01 03:57;Ute;11.5;63
2016-10-01 03:58;Inne;22.8;41
2016-10-01 03:58;Ute;11.5;63
2016-10-01 03:59;Inne;22.8;41
2016-10-01 03:59;Ute;11.5;63
2016-10-01 04:00;Inne;22.8;41
2016-10-01 04:00;Ute;11.5;63
2016-10-01 04:01;Inne;22.8;41
2016-10-01 04:01;Ute;11.5;63
2016-10-01 04:02;Inne;22.8;41
2016-10-01 04:02;Ute;11.5;63
2016-10-01 04:03;Ute;11.5;62
2016-10-01 04:04;Inne;22.8;41
2016-10-01 04:05;Inne;22.8;41
2016-10-01 04:05;Ute;11.5;62
2016-10-01 04:06;Inne;22.8;41
2016-10-01 04:06;Ute;11.5;62
2016-10-01 04:07;Inne;22.8;41
2016-10-01 04:07;Ute;11.5;62
2016-10-01 04:08;Inne;22.8;41
2016-10-01 04:08;Ute;11.5;62
2016-10-01 04:09;Inne;22.8;41
2016-10-01 04:09;Ute;11.4;62
2016-10-01 04:10;Inne;22.8;41
2016-10-01 04:10;Ute;11.4;62
2016-10-01 04:11;Inne;22.8;41
2016-10-01 04:11;Ute;11.4;62
2016-10-01 04:12;Inne;22.8;41
2016-10-01 04:12;Ute;11.4;62
2016-10-01 04:13;Inne;22.8;41
2016-10-01 04:13;Ute;11.4;62
2016-10-01 04:14;Inne;22.8;41
2016-10-01 04:14;Ute;11.4;62
2016-10-01 04:15;Inne;22.8;41
2016-10-01 04:15;Ute;11.4;62
2016-10-01 04:16;Inne;22.8;41
2016-10-01 04:16;Ute;11.4;62
2016-10-01 04:17;Inne;22.8;41
2016-10-01 04:17;Ute;11.4;62
2016-10-01 04:18;Inne;22.8;41
2016-10-01 04:18;Ute;11.4;62
2016-10-01 04:19;Inne;22.8;41
2016-10-01 04:19;Ute;11.4;62
2016-10-01 04:20;Inne;22.8;41
2016-10-01 04:20;Ute;11.4;62
2016-10-01 04:21;Inne;22.8;41
2016-10-01 04:21;Ute;11.4;62
2016-10-01 04:22;Inne;22.8;41
2016-10-01 04:22;Ute;11.3;62
2016-10-01 04:23;Inne;22.8;41
2016-10-01 04:23;Ute;11.3;62
2016-10-01 04:24;Inne;22.8;41
2016-10-01 04:24;Ute;11.3;62
2016-10-01 04:25;Inne;22.8;41
2016-10-01 04:25;Ute;11.3;62
2016-10-01 04:26;Inne;22.8;41
2016-10-01 04:26;Ute;11.3;63
2016-10-01 04:27;Inne;22.8;41
2016-10-01 04:27;Ute;11.3;62
2016-10-01 04:28;Inne;22.9;41
2016-10-01 04:28;Ute;11.3;62
2016-10-01 04:29;Inne;22.8;41
2016-10-01 04:29;Ute;11.3;62
2016-10-01 04:30;Inne;22.8;41
2016-10-01 04:30;Ute;11.3;62
2016-10-01 04:31;Inne;22.8;41
2016-10-01 04:31;Ute;11.3;62
2016-10-01 04:32;Inne;22.8;41
2016-10-01 04:32;Ute;11.3;62
2016-10-01 04:33;Inne;22.8;41
2016-10-01 04:33;Ute;11.3;62
2016-10-01 04:34;Inne;22.8;41
2016-10-01 04:34;Ute;11.3;62
2016-10-01 04:35;Inne;22.8;41
2016-10-01 04:35;Ute;11.3;62
2016-10-01 04:36;Inne;22.8;41
2016-10-01 04:36;Ute;11.3;62
2016-10-01 04:37;Inne;22.8;41
2016-10-01 04:37;Ute;11.3;62
2016-10-01 04:38;Inne;22.8;41
2016-10-01 04:38;Ute;11.3;62
2016-10-01 04:39;Inne;22.8;41
2016-10-01 04:39;Ute;11.3;62
2016-10-01 04:40;Inne;22.8;41
2016-10-01 04:40;Ute;11.3;62
2016-10-01 04:41;Inne;22.8;41
2016-10-01 04:41;Ute;11.3;62
2016-10-01 04:42;Inne;22.8;41
2016-10-01 04:42;Ute;11.3;62
2016-10-01 04:43;Inne;22.8;41
2016-10-01 04:43;Ute;11.3;62
2016-10-01 04:44;Inne;22.8;41
2016-10-01 04:44;Ute;11.3;62
2016-10-01 04:45;Inne;22.8;41
2016-10-01 04:45;Ute;11.3;62
2016-10-01 04:46;Inne;22.8;41
2016-10-01 04:46;Ute;11.3;62
2016-10-01 04:47;Inne;22.8;41
2016-10-01 04:47;Ute;11.3;62
2016-10-01 04:48;Inne;22.8;41
2016-10-01 04:48;Ute;11.3;62
2016-10-01 04:49;Inne;22.8;41
2016-10-01 04:49;Ute;11.4;62
2016-10-01 04:50;Inne;22.8;41
2016-10-01 04:50;Ute;11.4;62
2016-10-01 04:51;Inne;22.8;41
2016-10-01 04:51;Ute;11.4;62
2016-10-01 04:52;Inne;22.8;41
2016-10-01 04:52;Ute;11.4;62
2016-10-01 04:53;Inne;22.8;41
2016-10-01 04:53;Ute;11.4;62
2016-10-01 04:54;Inne;22.8;41
2016-10-01 04:54;Ute;11.4;62
2016-10-01 04:55;Inne;22.8;41
2016-10-01 04:55;Ute;11.4;62
2016-10-01 04:56;Inne;22.8;41
2016-10-01 04:56;Ute;11.4;62
2016-10-01 04:57;Inne;22.8;41
2016-10-01 04:57;Ute;11.3;62
2016-10-01 04:58;Inne;22.8;41
2016-10-01 04:58;Ute;11.3;62
2016-10-01 04:59;Inne;22.8;41
2016-10-01 04:59;Ute;11.3;62
2016-10-01 05:00;Inne;22.8;41
2016-10-01 05:00;Ute;11.3;62
2016-10-01 05:01;Inne;22.8;41
2016-10-01 05:01;Ute;11.3;62
2016-10-01 05:02;Inne;22.8;41
2016-10-01 05:02;Ute;11.3;62
2016-10-01 05:03;Inne;22.8;41
2016-10-01 05:03;Ute;11.4;62
2016-10-01 05:04;Inne;22.8;41
2016-10-01 05:04;Ute;11.3;62
2016-10-01 05:05;Inne;22.8;41
2016-10-01 05:05;Ute;11.3;62
2016-10-01 05:06;Inne;22.8;41
2016-10-01 05:06;Ute;11.3;62
2016-10-01 05:07;Inne;22.8;41
2016-10-01 05:07;Ute;11.3;62
2016-10-01 05:08;Inne;22.8;41
2016-10-01 05:08;Ute;11.3;62
2016-10-01 05:09;Inne;22.8;41
2016-10-01 05:09;Ute;11.3;62
2016-10-01 05:10;Inne;22.8;41
2016-10-01 05:10;Ute;11.3;62
2016-10-01 05:11;Inne;22.8;41
2016-10-01 05:11;Ute;11.3;62
2016-10-01 05:12;Inne;22.8;41
2016-10-01 05:12;Ute;11.3;62
2016-10-01 05:13;Inne;22.8;41
2016-10-01 05:13;Ute;11.3;62
2016-10-01 05:14;Inne;22.8;41
2016-10-01 05:14;Ute;11.3;62
2016-10-01 05:15;Inne;22.8;41
2016-10-01 05:15;Ute;11.3;62
2016-10-01 05:16;Inne;22.8;41
2016-10-01 05:16;Ute;11.3;62
2016-10-01 05:17;Inne;22.8;41
2016-10-01 05:17;Ute;11.3;62
2016-10-01 05:18;Inne;22.8;41
2016-10-01 05:18;Ute;11.3;62
2016-10-01 05:19;Inne;22.8;41
2016-10-01 05:19;Ute;11.3;62
2016-10-01 05:20;Inne;22.8;41
2016-10-01 05:20;Ute;11.3;62
2016-10-01 05:21;Inne;22.8;41
2016-10-01 05:21;Ute;11.3;62
2016-10-01 05:22;Inne;22.8;41
2016-10-01 05:22;Ute;11.3;62
2016-10-01 05:23;Inne;22.8;41
2016-10-01 05:23;Ute;11.3;62
2016-10-01 05:24;Inne;22.8;41
2016-10-01 05:24;Ute;11.3;62
2016-10-01 05:25;Inne;22.8;41
2016-10-01 05:25;Ute;11.3;62
2016-10-01 05:26;Inne;22.8;41
2016-10-01 05:26;Ute;11.3;62
2016-10-01 05:27;Inne;22.8;41
2016-10-01 05:27;Ute;11.3;62
2016-10-01 05:28;Inne;22.8;41
2016-10-01 05:28;Ute;11.3;62
2016-10-01 05:29;Inne;22.8;41
2016-10-01 05:29;Ute;11.3;62
2016-10-01 05:30;Inne;22.8;41
2016-10-01 05:30;Ute;11.3;62
2016-10-01 05:31;Inne;22.8;41
2016-10-01 05:31;Ute;11.3;62
2016-10-01 05:32;Inne;22.8;41
2016-10-01 05:32;Ute;11.3;62
2016-10-01 05:33;Inne;22.8;41
2016-10-01 05:33;Ute;11.3;62
